       Cycle  Month  Quarter  Failure_Percentage  Num_Previous_Execution  Verdict       LastRan  LastResults  gap_cats
13807    111      4        2            0.150000                4.382027        0  1.461700e+09            0         0
13808    112      4        2            0.148148                4.394449        0  1.461786e+09            0         0
13809    114      5        2            0.146341                4.406719        0  1.462218e+09            0         2
13810    115      5        2            0.144578                4.418841        0  1.462304e+09            0         1
13811    116      5        2            0.142857                4.430817        0  1.462391e+09            0         1
13812    117      5        2            0.141176                4.442651        0  1.462477e+09            0         0
13813    118      5        2            0.139535                4.454347        0  1.462563e+09            0         1
13814    119      5        2            0.137931                4.465908        0  1.462650e+09            0         1
13815    120      5        2            0.136364                4.477337        0  1.462736e+09            0         1
13816    121      5        2            0.134831                4.488636        0  1.462823e+09            0         0
13817    122      5        2            0.133333                4.499810        0  1.462909e+09            0         1
13818    123      5        2            0.131868                4.510860        1  1.462988e+09            0         0
13819    124      5        2            0.141304                4.521789        1  1.463075e+09            1         1
13820    125      5        2            0.150538                4.532599        0  1.463168e+09            1         1
13821    126      5        2            0.148936                4.543295        0  1.463255e+09            0         0
13822    127      5        2            0.147368                4.553877        0  1.463341e+09            0         1
13823    129      5        2            0.145833                4.564348        0  1.463428e+09            0         1
13824    130      5        2            0.144330                4.574711        0  1.463514e+09            0         1
13825    130      5        2            0.142857                4.584967        1  1.463595e+09            0         0
13826    132      5        2            0.151515                4.595120        0  1.463687e+09            1         1
13827    134      5        2            0.150000                4.605170        0  1.463860e+09            0         1
13828    135      5        2            0.148515                4.615121        0  1.463946e+09            0         1
13829    136      5        2            0.147059                4.624973        0  1.464033e+09            0         1
13830    137      5        2            0.145631                4.634729        0  1.464119e+09            0         0
13831    138      5        2            0.144231                4.644391        0  1.464205e+09            0         0
13832    140      5        2            0.142857                4.653960        0  1.464292e+09            0         1
13833    141      5        2            0.141509                4.663439        0  1.464378e+09            0         0
13834    141      5        2            0.140187                4.672829        0  1.464464e+09            0         0
13835    143      5        2            0.138889                4.682131        0  1.464551e+09            0         1
13836    143      5        2            0.137615                4.691348        0  1.464637e+09            0         0
13837    144      5        2            0.136364                4.700480        0  1.464723e+09            0         0
13838    146      6        2            0.135135                4.709530        0  1.464810e+09            0         1
13839    147      6        2            0.133929                4.718499        0  1.464896e+09            0         1
13840    150      6        2            0.132743                4.727388        0  1.465327e+09            0         2
13841    151      6        2            0.131579                4.736198        0  1.465414e+09            0         1
13842    152      6        2            0.130435                4.744932        0  1.465500e+09            0         0
13843    154      6        2            0.129310                4.753590        0  1.465675e+09            0         2
13844    155      6        2            0.128205                4.762174        0  1.465761e+09            0         0
13845    157      6        2            0.127119                4.770685        0  1.465934e+09            0         2
13846    158      6        2            0.126050                4.779123        0  1.466020e+09            0         0
13847    159      6        2            0.125000                4.787492        0  1.466106e+09            0         1
13848    160      6        2            0.123967                4.795791        0  1.466193e+09            0         1
13849    161      6        2            0.122951                4.804021        0  1.466279e+09            0         0
13850    162      6        2            0.121951                4.812184        0  1.466365e+09            0         1
13851    164      6        2            0.120968                4.820282        0  1.466532e+09            0         1
13852    165      6        2            0.120000                4.828314        0  1.466619e+09            0         1
13853    166      6        2            0.119048                4.836282        0  1.466705e+09            0         1
13854    167      6        2            0.118110                4.844187        0  1.466792e+09            0         0
13855    168      6        2            0.117188                4.852030        0  1.466878e+09            0         0
13856    170      6        2            0.116279                4.859812        0  1.466965e+09            0         1
13857    172      6        2            0.115385                4.867534        0  1.467143e+09            0         2
13858    173      6        2            0.114504                4.875197        0  1.467230e+09            0         1
13859    174      6        2            0.113636                4.882802        0  1.467316e+09            0         1
13860    175      7        3            0.112782                4.890349        0  1.467402e+09            0         0
13861    176      7        3            0.111940                4.897840        0  1.467489e+09            0         1
13862    177      7        3            0.111111                4.905275        0  1.467575e+09            0         1
13863    179      7        3            0.110294                4.912655        0  1.467751e+09            0         2
13864    180      7        3            0.109489                4.919981        0  1.467834e+09            0         0
13865    181      7        3            0.108696                4.927254        0  1.467921e+09            0         1
13866    182      7        3            0.107914                4.934474        0  1.468007e+09            0         0
13867    183      7        3            0.107143                4.941642        0  1.468093e+09            0         0
13868    184      7        3            0.106383                4.948760        0  1.468180e+09            0         1
13869    186      7        3            0.105634                4.955827        0  1.468353e+09            0         1
13870    187      7        3            0.104895                4.962845        0  1.468439e+09            0         0
13871    188      7        3            0.104167                4.969813        0  1.468525e+09            0         1
13872    189      7        3            0.103448                4.976734        0  1.468612e+09            0         1
13873    190      7        3            0.102740                4.983607        0  1.468698e+09            0         1
13874    193      7        3            0.102041                4.990433        0  1.468958e+09            0         2
13875    194      7        3            0.101351                4.997212        0  1.469044e+09            0         0
13876    195      7        3            0.100671                5.003946        0  1.469130e+09            0         1
13877    196      7        3            0.100000                5.010635        0  1.469217e+09            0         1
13878    197      7        3            0.099338                5.017280        0  1.469303e+09            0         1
13879    200      7        3            0.098684                5.023881        1  1.469557e+09            0         2
13880    201      7        3            0.104575                5.030438        0  1.469647e+09            1         1
13881    202      7        3            0.103896                5.036953        0  1.469735e+09            0         1
13882    203      7        3            0.103226                5.043425        0  1.469821e+09            0         1
13883    204      7        3            0.102564                5.049856        0  1.469908e+09            0         0
13884    206      7        3            0.101911                5.056246        0  1.469994e+09            0         1
13885    207      8        3            0.101266                5.062595        0  1.470150e+09            0         1
13886    208      8        3            0.100629                5.068904        0  1.470167e+09            0         0
13887    209      8        3            0.100000                5.075174        0  1.470254e+09            0         1
13888    211      8        3            0.099379                5.081404        0  1.470513e+09            0         2
13889    214      8        3            0.098765                5.087596        0  1.470772e+09            0         2
13890    215      8        3            0.098160                5.093750        0  1.470858e+09            0         1
13891    216      8        3            0.097561                5.099866        0  1.470945e+09            0         1
13892    217      8        3            0.096970                5.105945        0  1.471031e+09            0         0
13893    218      8        3            0.096386                5.111988        1  1.471110e+09            0         0
13894    219      8        3            0.101796                5.117994        1  1.471197e+09            1         1
13895    220      8        3            0.107143                5.123964        0  1.471350e+09            1         1
13896    221      8        3            0.106509                5.129899        1  1.471374e+09            0         0
13897    221      8        3            0.111765                5.135798        1  1.471430e+09            1         0
13898    222      8        3            0.116959                5.141664        1  1.471457e+09            1         0
13899    223      8        3            0.122093                5.147494        1  1.471526e+09            1         0
13900    223      8        3            0.127168                5.153292        1  1.471531e+09            1         0
13901    223      8        3            0.132184                5.159055        1  1.471542e+09            1         0
13902    223      8        3            0.137143                5.164786        1  1.471593e+09            1         0
13903    224      8        3            0.142045                5.170484        1  1.471601e+09            1         0
13904    224      8        3            0.146893                5.176150        1  1.471629e+09            1         0
13905    226      8        3            0.151685                5.181784        0  1.471716e+09            1         1
13906    227      8        3            0.150838                5.187386        1  1.471802e+09            0         0
13907    229      8        3            0.155556                5.192957        1  1.471974e+09            1         1
13908    230      8        3            0.160221                5.198497        0  1.472065e+09            1         1
13909    231      8        3            0.159341                5.204007        0  1.472150e+09            0         0
13910    231      8        3            0.158470                5.209486        1  1.472230e+09            0         0
13911    232      8        3            0.163043                5.214936        0  1.472233e+09            1         0
13912    232      8        3            0.162162                5.220356        0  1.472241e+09            0         0
13913    232      8        3            0.161290                5.225747        0  1.472244e+09            0         0
13914    232      8        3            0.160428                5.231109        0  1.472252e+09            0         0
13915    234      8        3            0.159574                5.236442        0  1.472392e+09            0         1
13916    234      8        3            0.158730                5.241747        0  1.472410e+09            0         0
13917    237      8        3            0.157895                5.247024        1  1.472638e+09            0         2
13918    237      8        3            0.162304                5.252273        1  1.472653e+09            1         0
13919    238      8        3            0.166667                5.257495        1  1.472673e+09            1         0
13920    238      8        3            0.170984                5.262690        1  1.472678e+09            1         0
13921    238      9        3            0.175258                5.267858        1  1.472717e+09            1         0
13922    238      9        3            0.179487                5.273000        1  1.472723e+09            1         0
13923    238      9        3            0.183673                5.278115        1  1.472741e+09            1         0
13924    239      9        3            0.187817                5.283204        0  1.472761e+09            1         0
13925    239      9        3            0.186869                5.288267        1  1.472810e+09            0         0
13926    239      9        3            0.190955                5.293305        1  1.472814e+09            1         0
13927    239      9        3            0.195000                5.298317        1  1.472822e+09            1         0
13928    239      9        3            0.199005                5.303305        1  1.472832e+09            1         0
13929    240      9        3            0.202970                5.308268        1  1.472867e+09            1         0
13930    240      9        3            0.206897                5.313206        0  1.472909e+09            1         0
13931    241      9        3            0.205882                5.318120        0  1.472939e+09            0         0
13932    242      9        3            0.204878                5.323010        0  1.473025e+09            0         0
13933    244      9        3            0.203883                5.327876        0  1.473166e+09            0         1
13934    245      9        3            0.202899                5.332719        0  1.473191e+09            0         0
13935    246      9        3            0.201923                5.337538        0  1.473277e+09            0         1
13936    247      9        3            0.200957                5.342334        0  1.473367e+09            0         1
13937    248      9        3            0.200000                5.347108        0  1.473450e+09            0         0
13938    249      9        3            0.199052                5.351858        0  1.473536e+09            0         0
13939    250      9        3            0.198113                5.356586        0  1.473623e+09            0         1
13940    251      9        3            0.197183                5.361292        0  1.473762e+09            0         1
13941    252      9        3            0.196262                5.365976        0  1.473796e+09            0         0
13942    253      9        3            0.195349                5.370638        0  1.473882e+09            0         0
13943    254      9        3            0.194444                5.375278        0  1.473969e+09            0         1
13944    255      9        3            0.193548                5.379897        0  1.474055e+09            0         0
13945    256      9        3            0.192661                5.384495        0  1.474141e+09            0         1
13946    257      9        3            0.191781                5.389072        0  1.474227e+09            0         0
13947    259      9        3            0.190909                5.393628        0  1.474400e+09            0         2
13948    260      9        3            0.190045                5.398163        0  1.474487e+09            0         1
13949    261      9        3            0.189189                5.402677        0  1.474573e+09            0         1
13950    262      9        3            0.188341                5.407172        0  1.474659e+09            0         1
13951    263      9        3            0.187500                5.411646        0  1.474745e+09            0         0
13952    263      9        3            0.186667                5.416100        1  1.474824e+09            0         0
13953    266      9        3            0.190265                5.420535        0  1.475005e+09            1         2
13954    267      9        3            0.189427                5.424950        0  1.475091e+09            0         1
13955    268      9        3            0.188596                5.429346        0  1.475178e+09            0         0
13956    269      9        3            0.187773                5.433722        0  1.475264e+09            0         0
13957    270     10        4            0.186957                5.438079        0  1.475350e+09            0         0
13958    271     10        4            0.186147                5.442418        0  1.475438e+09            0         1
13959    273     10        4            0.185345                5.446737        0  1.475609e+09            0         1
13960    274     10        4            0.184549                5.451038        0  1.475696e+09            0         1
13961    275     10        4            0.183761                5.455321        0  1.475782e+09            0         0
13962    276     10        4            0.182979                5.459586        0  1.475869e+09            0         1
13963    277     10        4            0.182203                5.463832        0  1.475955e+09            0         0
13964    278     10        4            0.181435                5.468060        0  1.476042e+09            0         1
13965    280     10        4            0.180672                5.472271        0  1.476214e+09            0         1
13966    281     10        4            0.179916                5.476464        0  1.476301e+09            0         1
13967    282     10        4            0.179167                5.480639        0  1.476387e+09            0         1
13968    283     10        4            0.178423                5.484797        0  1.476473e+09            0         0
13969    284     10        4            0.177686                5.488938        0  1.476560e+09            0         0
13970    285     10        4            0.176955                5.493061        0  1.476647e+09            0         1
13971    286     10        4            0.176230                5.497168        0  1.476783e+09            0         1
13972    287     10        4            0.175510                5.501258        0  1.476819e+09            0         0
13973    288     10        4            0.174797                5.505332        0  1.476906e+09            0         0
13974    289     10        4            0.174089                5.509388        0  1.476992e+09            0         0
13975    290     10        4            0.173387                5.513429        0  1.477078e+09            0         0
13976    291     10        4            0.172691                5.517453        0  1.477165e+09            0         1
13977    292     10        4            0.172000                5.521461        0  1.477253e+09            0         1
13978    294     10        4            0.171315                5.525453        0  1.477479e+09            0         2
13979    295     10        4            0.170635                5.529429        0  1.477511e+09            0         0
13980    296     10        4            0.169960                5.533389        0  1.477597e+09            0         1
13981    297     10        4            0.169291                5.537334        0  1.477644e+09            0         0
13982    297     10        4            0.168627                5.541264        0  1.477684e+09            0         0
13983    299     10        4            0.167969                5.545177        0  1.477770e+09            0         1
13984    300     10        4            0.167315                5.549076        0  1.477860e+09            0         1
13985    302     11        4            0.166667                5.552960        0  1.478033e+09            0         1
13986    303     11        4            0.166023                5.556828        0  1.478119e+09            0         1
13987    304     11        4            0.165385                5.560682        0  1.478206e+09            0         1
13988    305     11        4            0.164751                5.564520        0  1.478292e+09            0         1
13989    306     11        4            0.164122                5.568345        0  1.478379e+09            0         1
13990    307     11        4            0.163498                5.572154        0  1.478465e+09            0         0
13991    308     11        4            0.162879                5.575949        0  1.478551e+09            0         0
13992    309     11        4            0.162264                5.579730        0  1.478638e+09            0         1
13993    310     11        4            0.161654                5.583496        0  1.478724e+09            0         1
13994    311     11        4            0.161049                5.587249        0  1.478811e+09            0         1
13995    312     11        4            0.160448                5.590987        0  1.478897e+09            0         1
13996    313     11        4            0.159851                5.594711        0  1.478984e+09            0         1
13997    314     11        4            0.159259                5.598422        0  1.479071e+09            0         1
13998    315     11        4            0.158672                5.602119        0  1.479157e+09            0         0
13999    316     11        4            0.158088                5.605802        0  1.479243e+09            0         1
14000    317     11        4            0.157509                5.609472        0  1.479329e+09            0         0
14001    318     11        4            0.156934                5.613128        0  1.479416e+09            0         1
14002    319     11        4            0.156364                5.616771        0  1.479504e+09            0         1
14003    320     11        4            0.155797                5.620401        0  1.479590e+09            0         1
14004    322     11        4            0.155235                5.624018        0  1.479763e+09            0         1
14005    323     11        4            0.154676                5.627621        0  1.479849e+09            0         0
14006    324     11        4            0.154122                5.631212        0  1.479936e+09            0         1
14007    325     11        4            0.153571                5.634790        0  1.480022e+09            0         0
14008    326     11        4            0.153025                5.638355        1  1.480102e+09            0         0
14009    328     11        4            0.156028                5.641907        0  1.480195e+09            1         1
14010    330     11        4            0.155477                5.645447        0  1.480347e+09            0         1
14011    330     11        4            0.154930                5.648974        0  1.480366e+09            0         0
14012    332     11        4            0.154386                5.652489        0  1.480452e+09            0         1
14013    332     11        4            0.153846                5.655992        0  1.480539e+09            0         0
14014    333     12        4            0.153310                5.659482        0  1.480625e+09            0         1
14015    336     12        4            0.152778                5.662960        0  1.480884e+09            0         2
14016    337     12        4            0.152249                5.666427        0  1.480971e+09            0         1
14017    338     12        4            0.151724                5.669881        0  1.481057e+09            0         1
14018    339     12        4            0.151203                5.673323        0  1.481144e+09            0         1
14019    340     12        4            0.150685                5.676754        0  1.481230e+09            0         0
14020    341     12        4            0.150171                5.680173        0  1.481316e+09            0         1
14021    343     12        4            0.149660                5.683580        0  1.481403e+09            0         1
14022    344     12        4            0.149153                5.686975        0  1.481489e+09            0         0
14023    344     12        4            0.148649                5.690359        0  1.481575e+09            0         0
14024    346     12        4            0.148148                5.693732        0  1.481662e+09            0         1
14025    348     12        4            0.147651                5.697093        0  1.481835e+09            0         1
14026    349     12        4            0.147157                5.700444        0  1.481921e+09            0         0
14027    351     12        4            0.146667                5.703782        0  1.482180e+09            0         2
14028    352     12        4            0.146179                5.707110        0  1.482267e+09            0         1
14029     31      2        1            0.000000                0.000000        0  1.455069e+09            0         0
14030     32      2        1            0.000000                0.693147        0  1.455158e+09            0         1
14031     32      2        1            0.000000                1.098612        0  1.455211e+09            0         0
14032     33      2        1            0.000000                1.386294        0  1.455247e+09            0         0
14033     33      2        1            0.000000                1.609438        0  1.455277e+09            0         0
14034     34      2        1            0.000000                1.791759        1  1.455324e+09            0         0
14035     35      2        1            0.142857                1.945910        1  1.455411e+09            1         1
14036     36      2        1            0.250000                2.079442        1  1.455497e+09            1         0
14037     38      2        1            0.333333                2.197225        0  1.455627e+09            1         1
14038     38      2        1            0.300000                2.302585        0  1.455677e+09            0         0
14039     40      2        1            0.272727                2.397895        0  1.455769e+09            0         1
14040     40      2        1            0.250000                2.484907        1  1.455848e+09            0         0
14041     41      2        1            0.307692                2.564949        0  1.455889e+09            1         0
14042     41      2        1            0.285714                2.639057        0  1.455910e+09            0         0
14043     42      2        1            0.266667                2.708050        0  1.455938e+09            0         0
14044     44      2        1            0.250000                2.772589        0  1.456196e+09            0         2
14045     45      2        1            0.235294                2.833213        0  1.456280e+09            0         0
14046     46      2        1            0.222222                2.890372        0  1.456366e+09            0         0
14047     48      2        1            0.210526                2.944439        0  1.456453e+09            0         1
14048     49      2        1            0.200000                2.995732        0  1.456543e+09            0         1
14049     50      2        1            0.190476                3.044522        0  1.456629e+09            0         0
14050     50      2        1            0.181818                3.091042        0  1.456707e+09            0         0
14051     51      3        1            0.173913                3.135494        0  1.456791e+09            0         0
14052     53      3        1            0.166667                3.178054        0  1.456878e+09            0         1
14053     54      3        1            0.160000                3.218876        0  1.456975e+09            0         1
14054     55      3        1            0.153846                3.258097        0  1.457061e+09            0         1
14055     56      3        1            0.148148                3.295837        0  1.457145e+09            0         0
14056     57      3        1            0.142857                3.332205        0  1.457233e+09            0         1
14057     58      3        1            0.137931                3.367296        0  1.457320e+09            0         0
14058     59      3        1            0.133333                3.401197        0  1.457406e+09            0         1
14059     60      3        1            0.129032                3.433987        0  1.457493e+09            0         0
14060     60      3        1            0.125000                3.465736        0  1.457560e+09            0         0
14061     61      3        1            0.121212                3.496508        0  1.457647e+09            0         0
14062     63      3        1            0.117647                3.526361        0  1.457734e+09            0         1
14063     64      3        1            0.114286                3.555348        0  1.457820e+09            0         0
14064     65      3        1            0.111111                3.583519        0  1.457906e+09            0         1
14065     67      3        1            0.108108                3.610918        0  1.458074e+09            0         1
14066     68      3        1            0.105263                3.637586        0  1.458160e+09            0         1
14067     69      3        1            0.102564                3.663562        0  1.458246e+09            0         0
14068     70      3        1            0.100000                3.688879        0  1.458333e+09            0         1
14069     71      3        1            0.097561                3.713572        0  1.458419e+09            0         0
14070     72      3        1            0.095238                3.737670        0  1.458506e+09            0         1
14071     73      3        1            0.093023                3.761200        0  1.458592e+09            0         1
14072     74      3        1            0.090909                3.784190        0  1.458678e+09            0         0
14073     75      3        1            0.088889                3.806662        0  1.458765e+09            0         1
14074     76      3        1            0.086957                3.828641        0  1.458851e+09            0         1
14075     77      3        1            0.085106                3.850148        0  1.458938e+09            0         1
14076     78      3        1            0.083333                3.871201        0  1.459024e+09            0         1
14077     80      3        1            0.081633                3.891820        0  1.459193e+09            0         2
14078     81      3        1            0.080000                3.912023        0  1.459280e+09            0         1
14079     82      3        1            0.078431                3.931826        0  1.459366e+09            0         0
14080     83      3        1            0.076923                3.951244        0  1.459453e+09            0         1
14081     83      4        2            0.075472                3.970292        1  1.459530e+09            0         0
14082     84      4        2            0.092593                3.988984        1  1.459616e+09            1         0
14083     85      4        2            0.109091                4.007333        1  1.459703e+09            1         1
14084     86      4        2            0.125000                4.025352        1  1.459789e+09            1         1
14085     87      4        2            0.140351                4.043051        0  1.459850e+09            1         0
14086     88      4        2            0.137931                4.060443        0  1.459885e+09            0         0
14087     89      4        2            0.135593                4.077537        0  1.459971e+09            0         1
14088     90      4        2            0.133333                4.094345        0  1.460058e+09            0         1
14089     91      4        2            0.131148                4.110874        0  1.460144e+09            0         1
14090     92      4        2            0.129032                4.127134        0  1.460230e+09            0         0
14091     93      4        2            0.126984                4.143135        0  1.460317e+09            0         0
14092     94      4        2            0.125000                4.158883        0  1.460403e+09            0         1
14093     95      4        2            0.123077                4.174387        0  1.460489e+09            0         0
14094     96      4        2            0.121212                4.189655        0  1.460576e+09            0         1
14095     97      4        2            0.119403                4.204693        0  1.460663e+09            0         1
14096     98      4        2            0.117647                4.219508        1  1.460742e+09            0         0
14097    100      4        2            0.130435                4.234107        0  1.460834e+09            1         1
14098    101      4        2            0.128571                4.248495        1  1.460919e+09            0         0
14099    102      4        2            0.140845                4.262680        1  1.461001e+09            1         0
14100    103      4        2            0.152778                4.276666        1  1.461088e+09            1         0
14101    104      4        2            0.164384                4.290459        0  1.461154e+09            1         0
14102    105      4        2            0.162162                4.304065        0  1.461182e+09            0         0
14103    106      4        2            0.160000                4.317488        0  1.461268e+09            0         0
14104    107      4        2            0.157895                4.330733        0  1.461354e+09            0         1
14105    108      4        2            0.155844                4.343805        0  1.461440e+09            0         0
14106    109      4        2            0.153846                4.356709        0  1.461527e+09            0         1
14107    110      4        2            0.151899                4.369448        0  1.461614e+09            0         1
14108    111      4        2            0.150000                4.382027        0  1.461700e+09            0         0
14109    112      4        2            0.148148                4.394449        0  1.461786e+09            0         0
14110    114      5        2            0.146341                4.406719        0  1.462218e+09            0         2
14111    115      5        2            0.144578                4.418841        0  1.462304e+09            0         1
14112    116      5        2            0.142857                4.430817        0  1.462391e+09            0         1
14113    117      5        2            0.141176                4.442651        0  1.462477e+09            0         0
14114    118      5        2            0.139535                4.454347        0  1.462564e+09            0         1
14115    119      5        2            0.137931                4.465908        0  1.462650e+09            0         0
14116    120      5        2            0.136364                4.477337        0  1.462736e+09            0         1
14117    121      5        2            0.134831                4.488636        0  1.462823e+09            0         1
14118    122      5        2            0.133333                4.499810        0  1.462909e+09            0         1
14119    123      5        2            0.131868                4.510860        1  1.462988e+09            0         0
14120    124      5        2            0.141304                4.521789        1  1.463075e+09            1         1
14121    125      5        2            0.150538                4.532599        0  1.463168e+09            1         1
14122    126      5        2            0.148936                4.543295        0  1.463255e+09            0         0
14123    128      5        2            0.147368                4.553877        0  1.463341e+09            0         1
14124    129      5        2            0.145833                4.564348        0  1.463428e+09            0         1
14125    130      5        2            0.144330                4.574711        0  1.463514e+09            0         1
14126    130      5        2            0.142857                4.584967        1  1.463595e+09            0         0
14127    132      5        2            0.151515                4.595120        0  1.463687e+09            1         1
14128    134      5        2            0.150000                4.605170        0  1.463860e+09            0         1
14129    135      5        2            0.148515                4.615121        0  1.463946e+09            0         0
14130    136      5        2            0.147059                4.624973        0  1.464033e+09            0         1
14131    137      5        2            0.145631                4.634729        0  1.464119e+09            0         0
14132    138      5        2            0.144231                4.644391        0  1.464205e+09            0         0
14133    140      5        2            0.142857                4.653960        0  1.464292e+09            0         1
14134    141      5        2            0.141509                4.663439        0  1.464378e+09            0         0
14135    142      5        2            0.140187                4.672829        0  1.464465e+09            0         1
14136    143      5        2            0.138889                4.682131        0  1.464551e+09            0         1
14137    143      5        2            0.137615                4.691348        0  1.464637e+09            0         0
14138    144      5        2            0.136364                4.700480        0  1.464723e+09            0         0
14139    146      6        2            0.135135                4.709530        0  1.464810e+09            0         1
14140    147      6        2            0.133929                4.718499        0  1.464896e+09            0         1
14141    150      6        2            0.132743                4.727388        0  1.465327e+09            0         2
14142    151      6        2            0.131579                4.736198        0  1.465414e+09            0         1
14143    152      6        2            0.130435                4.744932        0  1.465500e+09            0         0
14144    154      6        2            0.129310                4.753590        0  1.465675e+09            0         2
14145    155      6        2            0.128205                4.762174        0  1.465761e+09            0         0
14146    157      6        2            0.127119                4.770685        0  1.465934e+09            0         2
14147    158      6        2            0.126050                4.779123        0  1.466020e+09            0         0
14148    159      6        2            0.125000                4.787492        0  1.466106e+09            0         1
14149    160      6        2            0.123967                4.795791        0  1.466193e+09            0         1
14150    161      6        2            0.122951                4.804021        0  1.466279e+09            0         0
14151    162      6        2            0.121951                4.812184        0  1.466365e+09            0         1
14152    164      6        2            0.120968                4.820282        0  1.466533e+09            0         1
14153    166      6        2            0.120000                4.828314        0  1.466619e+09            0         1
14154    167      6        2            0.119048                4.836282        0  1.466706e+09            0         1
14155    167      6        2            0.118110                4.844187        0  1.466792e+09            0         0
14156    168      6        2            0.117188                4.852030        0  1.466878e+09            0         0
14157    170      6        2            0.116279                4.859812        0  1.466965e+09            0         1
14158    172      6        2            0.115385                4.867534        0  1.467143e+09            0         2
14159    173      6        2            0.114504                4.875197        0  1.467230e+09            0         1
14160    174      6        2            0.113636                4.882802        0  1.467316e+09            0         1
14161    175      7        3            0.112782                4.890349        0  1.467402e+09            0         0
14162    176      7        3            0.111940                4.897840        0  1.467489e+09            0         1
14163    177      7        3            0.111111                4.905275        0  1.467576e+09            0         1
14164    179      7        3            0.110294                4.912655        0  1.467751e+09            0         2
14165    180      7        3            0.109489                4.919981        0  1.467834e+09            0         0
14166    181      7        3            0.108696                4.927254        0  1.467921e+09            0         1
14167    182      7        3            0.107914                4.934474        0  1.468007e+09            0         0
14168    183      7        3            0.107143                4.941642        0  1.468093e+09            0         0
14169    184      7        3            0.106383                4.948760        0  1.468180e+09            0         1
14170    186      7        3            0.105634                4.955827        0  1.468353e+09            0         1
14171    187      7        3            0.104895                4.962845        0  1.468439e+09            0         0
14172    188      7        3            0.104167                4.969813        0  1.468525e+09            0         1
14173    189      7        3            0.103448                4.976734        0  1.468612e+09            0         1
14174    190      7        3            0.102740                4.983607        0  1.468698e+09            0         1
14175    193      7        3            0.102041                4.990433        0  1.468958e+09            0         2
14176    194      7        3            0.101351                4.997212        0  1.469044e+09            0         0
14177    195      7        3            0.100671                5.003946        0  1.469130e+09            0         1
14178    196      7        3            0.100000                5.010635        0  1.469217e+09            0         1
14179    197      7        3            0.099338                5.017280        0  1.469303e+09            0         0
14180    200      7        3            0.098684                5.023881        1  1.469557e+09            0         2
14181    201      7        3            0.104575                5.030438        0  1.469648e+09            1         1
14182    202      7        3            0.103896                5.036953        0  1.469735e+09            0         1
14183    203      7        3            0.103226                5.043425        0  1.469821e+09            0         0
14184    204      7        3            0.102564                5.049856        0  1.469908e+09            0         0
14185    206      7        3            0.101911                5.056246        0  1.469994e+09            0         1
